    p     	    q     	        p/q         	         y          	eigenvalue
    10    	    19    	        10/19        	 0.5263157894736842 	[0.5805016234 0.6199401391 0.6785224337 0.7069372057 0.7281022785 0.7581663928 0.8052125439 0.8617831533 0.8648403155 0.9801815757 1.2611242913 1.2891613092 1.2935395794 1.3165395095 1.3749484656 1.4100975919 1.4210847767 1.4365709504 1.4867458642]
    10    	    21    	        10/21        	0.47619047619047616 	[0.5657396534 0.6221668315 0.6595114033 0.678338068  0.7054321553 0.7467438798 0.7631381658 0.7923885752 0.8126674111 0.9201786525 1.2007335188 1.2123803991 1.2433161009 1.2865136479 1.3116218831 1.3252738053 1.3729841025 1.4046640374 1.4229589758 1.4397471386 1.4795015944]
    10    	    23    	        10/23        	0.43478260869565216 	[0.5582071178 0.6263531412 0.6378955117 0.6583052695 0.6823781077 0.7170878072 0.728570757  0.7579016912 0.7664061249 0.8633885248 1.1544518146 1.166054618  1.1839979729 1.2220650358 1.265001106  1.2798252481 1.3125852381 1.352708084  1.3845216064 1.3942035112 1.4342586199 1.4518849683 1.4599481238]
    10    	    27    	        10/27        	0.37037037037037035 	[0.551061737  0.615840653  0.6179682732 0.6352780527 0.6376110216 0.6602483807 0.6707380471 0.697436137  0.7017829861 0.7764949999 1.0767107801 1.0841430007 1.0938562573 1.1328737381 1.1694376595 1.1886476938 1.2107455451 1.2542443619 1.2889581121 1.3150689112 1.3399605287 1.3810886934 1.4055604669 1.4155058072 1.4293236759 1.4408106984 1.4506037814]
    10    	    29    	        10/29        	 0.3448275862068966 	[0.5475452874 0.6071308464 0.6086250038 0.623126135  0.6243954838 0.6447649022 0.6503664923 0.6678263454 0.6716020122 0.7423733819 1.034929441  1.0535964834 1.0686551994 1.0947019861 1.1288945075 1.147618013  1.1671810059 1.2075247572 1.2403551916 1.2738724771 1.2963233476 1.3425507432 1.3692804543 1.3827534739 1.3990253999 1.4181401148 1.435782696  1.4396307414 1.4454280764]
    10    	    31    	        10/31        	 0.3225806451612903 	[0.5439708772 0.5982172154 0.5992606373 0.6111899377 0.6121362818 0.6285394718 0.6323713044 0.6464465884 0.6484212746 0.7101649547 1.0045587646 1.0245652327 1.0399598087 1.06278039   1.0927132119 1.1109469339 1.1286585394 1.1653027753 1.1944467575 1.229783826  1.2577256906 1.3052296051 1.3330037057 1.3460434718 1.364579698  1.3887835929 1.4122609027 1.4178682345 1.429108419  1.4415727461 1.4453891503]
    10    	    33    	        10/33        	0.30303030303030304 	[0.5403757091 0.5893136366 0.590056702  0.5998800251 0.6004794771 0.6130828407 0.616576505  0.6278659685 0.6292358358 0.6830525934 0.9928570804 0.9955320441 0.9986027544 1.0370203639 1.0607876425 1.0772326714 1.0951162281 1.1264885624 1.1515483953 1.1869878256 1.2249503458 1.2700303209 1.2963974276 1.3088354945 1.3287598188 1.3559902957 1.3840220295 1.391446938  1.4051490131 1.4225620711 1.4318225613 1.4403444852 1.445596337 ]
    10    	    37    	        10/37        	 0.2702702702702703 	[0.5331978598 0.571765693  0.5727491501 0.5781645485 0.580103827  0.5880184549 0.5886151796 0.5958343994 0.5962343725 0.6408901855 0.9537511581 0.9579785248 0.9641400642 0.9815161941 1.0022129542 1.0129396297 1.0245337192 1.0612919531 1.0770419337 1.1087576876 1.1700743563 1.2070047712 1.2311335262 1.2394890613 1.2595724531 1.2903679411 1.3210122706 1.3285743439 1.3460552549 1.3739295839 1.3867443618 1.4031654755 1.4126777002 1.4232071334 1.4366583698 1.4380875669 1.444508341 ]
    10    	    39    	        10/39        	 0.2564102564102564 	[0.5296419397 0.5630175181 0.5649636484 0.5685179058 0.5702075445 0.5764362453 0.5767257651 0.5823781017 0.582780157  0.6236947532 0.9360649323 0.9402864067 0.9469622042 0.961457305  0.9780260688 0.9899730838 1.0059584644 1.0255968741 1.0352812967 1.0709232583 1.1491117826 1.1745256709 1.2058172899 1.2093882599 1.2266119475 1.2577503461 1.2905435297 1.2975897556 1.3148153154 1.3446594796 1.3610300283 1.3793547108 1.3891596471 1.4029693582 1.4199180312 1.4266210194 1.4329505068 1.4366260494 1.4456637985]
    11    	    12    	        11/12        	 0.9166666666666666 	[0.5866957205 0.7001366933 0.7667424969 0.812223458  0.838917656  0.9503854459 1.1105530447 1.11795699   1.2384820884 1.3272750935 1.5054966144 1.5971346984]
    11    	    13    	        11/13        	 0.8461538461538461 	[0.6013021661 0.6888332569 0.695722832  0.7917672716 0.8836753054 0.9185285985 0.9840470018 1.1004880518 1.1561430544 1.3027609636 1.3594837338 1.5057111499 1.6095366141]
    11    	    14    	        11/14        	 0.7857142857142857 	[0.5943481031 0.6807990584 0.7231002666 0.7659626067 0.7898510911 0.8968806912 1.0051136946 1.0174491679 1.1362530632 1.1713779763 1.3049033756 1.4501573707 1.5514002354 1.5564032992]
    11    	    15    	        11/15        	 0.7333333333333333 	[0.5992603309 0.6739784281 0.6826417713 0.7583938106 0.8166826585 0.8605349829 0.9050250901 0.9992208354 1.0955902928 1.1074703008 1.2418453764 1.4113580286 1.5091270349 1.5130136175 1.5158574413]
    11    	    16    	        11/16        	       0.6875       	[0.5933024763 0.6704723803 0.7018893958 0.7390767618 0.7484869779 0.8425861735 0.9121864059 0.9695533126 1.0061441067 1.0478077285 1.2060066269 1.3812223009 1.4553904095 1.4702463631 1.4869372669 1.5046913133]
    11    	    17    	        11/17        	 0.6470588235294118 	[0.5958136499 0.6641015358 0.6707981194 0.7220116507 0.7838120753 0.8090715109 0.8527085222 0.919729791  0.9967914203 1.0057104474 1.1412825727 1.3520605722 1.4317791326 1.4325965165 1.4372145705 1.4722652845 1.4942526279]
    11    	    18    	        11/18        	 0.6111111111111112 	[0.5908045147 0.6569203095 0.6789762713 0.7120165653 0.7294798697 0.7975398176 0.8607727772 0.8947958042 0.9332857302 0.9640975859 1.1016782344 1.3285248561 1.3690148748 1.3848637826 1.4273289957 1.4548894638 1.4624331131 1.480577434 ]
    11    	    19    	        11/19        	 0.5789473684210527 	[0.5894292457 0.6456183043 0.6631836848 0.6946416605 0.7528636695 0.7840986716 0.8067725891 0.8580102483 0.9224653819 0.9336611816 1.0490250967 1.3054514042 1.3427974868 1.3579312612 1.3683265082 1.4063899605 1.4562812657 1.4614783624 1.4755740171]
    11    	    20    	        11/20        	        0.55        	[0.5833104022 0.6411466937 0.6514611994 0.707122038  0.7172960633 0.7585988879 0.8181156041 0.8407842182 0.8694871727 0.8975608525 1.0183748484 1.2808485266 1.2992063303 1.3192409412 1.3536440993 1.3918498033 1.4011429947 1.4255549801 1.4632334512 1.4820208928]
    11    	    21    	        11/21        	 0.5238095238095238 	[0.5800328783 0.6164072539 0.6697807509 0.6877305468 0.7262903285 0.7438258809 0.7781095571 0.8049733238 0.8648408295 0.8729995731 0.976425049  1.2552523275 1.27325816   1.296260654  1.315825087  1.347638659  1.3831533831 1.4107031972 1.4315584591 1.4441417901 1.4867923115]
    11    	    23    	        11/23        	 0.4782608695652174 	[0.5673673147 0.6123055786 0.6624645757 0.6771306853 0.7028095254 0.7070911621 0.7508350089 0.7739860751 0.814672712  0.8157227837 0.9192014174 1.2095269375 1.2220628861 1.2287609271 1.2554295018 1.3101105505 1.3346605109 1.3489221942 1.382580787  1.4076404199 1.4219511736 1.4534063051 1.4793609676]
    11    	    24    	        11/24        	 0.4583333333333333 	[0.5618741137 0.6233071684 0.6393541428 0.6728168242 0.6812807562 0.7091736897 0.7450953938 0.7574245565 0.7804542711 0.7964968766 0.8956200268 1.1800176703 1.1904416525 1.2113798898 1.2465442294 1.2780490561 1.296192332  1.3264671099 1.3639436998 1.3910211889 1.4028323107 1.4248463451 1.4591040314 1.4702626645]
    11    	    25    	        11/25        	        0.44        	[0.5590570793 0.6248126744 0.6308759952 0.6605044005 0.6816713966 0.6969171109 0.7183583022 0.7413634917 0.7725949133 0.7765548188 0.8684845431 1.1647844601 1.1765661722 1.178761384  1.2046102639 1.2569151939 1.2966018494 1.2983622124 1.3214386154 1.3662737071 1.3920641334 1.4085078415 1.4349565635 1.4564974249 1.4624654523]
    11    	    26    	        11/26        	 0.4230769230769231 	[0.5568616828 0.6259129068 0.6296136245 0.645075415  0.6651272993 0.6904413094 0.7158828622 0.7272191881 0.7470510867 0.7581141287 0.8479477667 1.1371625906 1.1471236919 1.1669009116 1.2001426658 1.2289545881 1.2448451036 1.278651194  1.3191580442 1.3476361527 1.3588491054 1.3909239124 1.4146823493 1.4479456147 1.4498860121 1.4538907935]
    11    	    27    	        11/27        	 0.4074074074074074 	[0.5552838882 0.623703044  0.6250299897 0.6404857514 0.6556197235 0.680634467  0.6953208037 0.713881259  0.7376840336 0.7416741652 0.825271864  1.1247201615 1.1339065867 1.1374736284 1.1627636515 1.2106034496 1.2401730624 1.2583227878 1.2740385417 1.3251453407 1.3527136863 1.3700047411 1.3895636063 1.4269749317 1.442598657  1.4464812019 1.4519269759]
    11    	    28    	        11/28        	0.39285714285714285 	[0.5536740573 0.6204830216 0.6243788446 0.6381622695 0.6423517604 0.6609048483 0.6954862905 0.7023098948 0.7170970918 0.7260223518 0.8067043157 1.100757579  1.1087973341 1.12806551   1.1568885232 1.1829137902 1.2000704073 1.2354871767 1.275097302  1.3036123604 1.3124130716 1.3580750778 1.3691287772 1.4173133211 1.4232816644 1.4301921    1.4446794379 1.4536518205]
    11    	    29    	        11/29        	 0.3793103448275862 	[0.552191037  0.6168488105 0.6180964454 0.6330657127 0.6441438669 0.6553378611 0.6641167077 0.6934507651 0.7094358712 0.7123356324 0.7877473425 1.0888930492 1.0970516068 1.1013556107 1.1230867445 1.1710255178 1.2003601324 1.210065801  1.2309778263 1.2805962078 1.3077689675 1.3352379402 1.3455456398 1.3939266668 1.4130851042 1.423652456  1.4290525933 1.4433955939 1.4521524891]
    11    	    30    	        11/30        	0.36666666666666664 	[0.5505868275 0.6130577384 0.6164544671 0.6277201306 0.6322557368 0.6493948727 0.6631397204 0.6722587657 0.6951607292 0.700165627  0.7718159966 1.0676897243 1.0758448594 1.0883373845 1.1253169907 1.1451560975 1.1577699953 1.1940384467 1.2335620487 1.2574287071 1.2674280175 1.3234590553 1.3250527483 1.3861458131 1.3904023487 1.398677285  1.4232550416 1.4379073033 1.4425470957 1.4479704253]
    11    	    31    	        11/31        	 0.3548387096774194 	[0.5490199455 0.6092934533 0.610281506  0.6226006376 0.6319443142 0.6418491605 0.6505948563 0.6643085603 0.6749481194 0.6917734617 0.7557209089 1.0531811685 1.0603128143 1.0749158058 1.0950913383 1.1340166662 1.1590674633 1.1685056231 1.1913900762 1.238142437  1.2634373387 1.2931527788 1.3079696539 1.3591045312 1.382234252  1.3899173483 1.4038474214 1.4234790949 1.4359699241 1.4446487673 1.4452805729]
    11    	    32    	        11/32        	      0.34375       	[0.5473804877 0.6053730875 0.608105949  0.6174263724 0.6212046124 0.6347675415 0.6481959896 0.6543932019 0.6666916056 0.673014034  0.7409833873 1.0312652519 1.0476493848 1.066408458  1.0914384704 1.1087096961 1.1225537473 1.1556593716 1.1940710992 1.2147843445 1.2236139206 1.278517998  1.2929730881 1.3506059004 1.3554627495 1.3657615507 1.395264074  1.4196007783 1.4210869956 1.428733595  1.4426398512 1.4476634061]
    11    	    34    	        11/34        	 0.3235294117647059 	[0.544131665  0.5974914161 0.5996630443 0.6073563806 0.6105973749 0.6215874935 0.6324338465 0.6373774054 0.6470427404 0.6513936066 0.7116090862 1.0039709834 1.0217190696 1.0398377117 1.0627674709 1.0775177579 1.0903008212 1.1213790594 1.1581258581 1.1742082271 1.1838019519 1.2343618555 1.2616062733 1.3155748206 1.3200998795 1.3326567333 1.3645558852 1.3920330018 1.3951112147 1.4056347889 1.4242280916 1.4382436929 1.4426575981 1.442923194 ]
    11    	    35    	        11/35        	 0.3142857142857143 	[0.5425101242 0.593552971  0.5942861211 0.6025081737 0.6084979764 0.6154487252 0.6214793645 0.6297447551 0.6373754725 0.6442543834 0.6983188859 0.998868752  1.0041476984 1.0254310949 1.0393766425 1.0722616674 1.0896082105 1.0987739632 1.1213876005 1.1603338351 1.1799662707 1.2076426856 1.2443273436 1.2912261228 1.3141540863 1.3206898416 1.3399318615 1.3682165642 1.3924363647 1.3968114377 1.4090783519 1.4253830384 1.434467485  1.4422063127 1.4452958157]
    11    	    36    	        11/36        	 0.3055555555555556 	[0.5408659116 0.589582498  0.5912934059 0.5976577294 0.6004488484 0.6093959047 0.6175292874 0.6218043998 0.6305364915 0.6330342091 0.6864800466 0.9915142622 0.99653173   1.0018909517 1.0398855758 1.0504393791 1.060475021  1.0907720119 1.1247934485 1.1370229341 1.146349047  1.1935279009 1.23306279   1.2809533834 1.2866150532 1.299164879  1.3324313288 1.3620181904 1.3653388481 1.3790978792 1.4027949008 1.421208345  1.4244954188 1.4283620373 1.4414922572 1.4471336942]
    11    	    37    	        11/37        	 0.2972972972972973 	[0.5392320435 0.5856947154 0.5863433924 0.5930056495 0.5977135904 0.603426375  0.6081160571 0.6158880599 0.6231416426 0.6243066449 0.6754310862 0.9853299124 0.9899561246 0.9938852284 1.0031566307 1.0470192192 1.0611014826 1.0698102856 1.0905581527 1.1256834012 1.1419965196 1.1688599023 1.2164717766 1.2597291427 1.2821015561 1.2867416313 1.3065291019 1.3377074318 1.3633368429 1.3686382464 1.383572217  1.4034665733 1.4183533086 1.4277000291 1.4307096884 1.4403696951 1.4469166428]
    11    	    38    	        11/38        	 0.2894736842105263 	[0.5375888339 0.5817954588 0.5831253517 0.5883681017 0.5906325181 0.5975774714 0.6054659083 0.6084354341 0.6141877828 0.6162702665 0.6653117459 0.9742006321 0.9791878885 0.9890317969 1.0018999593 1.0141036823 1.0403839458 1.0633370411 1.0943957009 1.1033163626 1.1115043697 1.155410128  1.2064027215 1.2487936895 1.254527977  1.2683184613 1.3008708937 1.3303218632 1.3355585524 1.3495178274 1.3765375945 1.3987016401 1.4026887481 1.4103587556 1.4273359594 1.438123247  1.4396452449 1.444766444 ]
    11    	    39    	        11/39        	0.28205128205128205 	[0.5359584815 0.5779453348 0.5784878041 0.5837561491 0.5876180776 0.5928747369 0.5969208358 0.6017745353 0.6078642117 0.6088289632 0.6557554399 0.9684760688 0.9720660297 0.9749552809 0.9891884769 1.0110496476 1.021003108  1.0484207477 1.0650609147 1.0932838885 1.1069958092 1.1331757998 1.1907657745 1.2303749625 1.2517379402 1.254511052  1.2748648614 1.3075596085 1.3343586779 1.3385436576 1.354790657  1.3784568189 1.3974698994 1.4072078782 1.4121044505 1.4274921628 1.4386827368 1.4392870656 1.4443314543]
    11    	    40    	        11/40        	       0.275        	[0.5343301879 0.5740888279 0.575126198  0.5793664425 0.5817331134 0.5874036294 0.5929110922 0.5954756699 0.6001924572 0.6017348732 0.6468460915 0.9572515259 0.961825219  0.9711750314 0.9855608048 0.9976861443 1.0075243749 1.0226387512 1.0685275214 1.0727034685 1.080203731  1.1200378146 1.1822476343 1.219154139  1.2240376387 1.2399400486 1.2701046567 1.2997973967 1.3043641201 1.3204375138 1.3493936671 1.3737731041 1.3768478389 1.3881989551 1.4083658681 1.4234906583 1.4267366987 1.4336327072 1.439295159  1.4458392256]
    12    	    13    	        12/13        	 0.9230769230769231 	[0.5891872096 0.7002061946 0.7313872325 0.7906203518 0.8214272386 0.945768836  1.0133451702 1.0984940254 1.1454838276 1.2825789305 1.3508795396 1.5213722511 1.6072491926]
    12    	    17    	        12/17        	 0.7058823529411765 	[0.5954024926 0.6653123741 0.692664965  0.7284716333 0.7499052635 0.8272188967 0.8779014337 0.9421500974 0.9779185036 1.0540327948 1.0900965382 1.2196312016 1.3933770275 1.4706051985 1.4898899855 1.4979709476 1.5094506463]
    12    	    19    	        12/19        	 0.631578947368421  	[0.5932990052 0.657316404  0.6737323523 0.7001224431 0.7399077456 0.7780296107 0.8405588847 0.8883957133 0.9024101587 0.9763945264 1.0011682081 1.1243988479 1.3419340688 1.3850758212 1.4271025182 1.4335331295 1.4525185973 1.469582145  1.4885198201]
    12    	    23    	        12/23        	 0.5217391304347826 	[0.5793634433 0.61370421   0.6598239084 0.6916396165 0.7079612034 0.7176282091 0.7619622156 0.8049265195 0.8152822235 0.855583846  0.8736313759 0.9779835896 1.2536242452 1.2555281592 1.2933093871 1.3299590588 1.33138124   1.350366655  1.3941901279 1.4156216163 1.4386548989 1.4490236738 1.4868505769]
    12    	    25    	        12/25        	        0.48        	[0.5672305736 0.6148400322 0.6452253029 0.6746064125 0.6900408357 0.7162144133 0.7351429305 0.7509319462 0.7809147817 0.8202581424 0.8250408382 0.9213850516 1.2065810066 1.2210861693 1.2334706057 1.250456391  1.2896354729 1.3321476809 1.3444821533 1.3553806182 1.3969358202 1.4098988682 1.4365097495 1.4491566025 1.4824276008]
    12    	    29    	        12/29        	0.41379310344827586 	[0.555903815  0.6237526446 0.6268588596 0.6388763049 0.6450673399 0.6823850846 0.6900647284 0.7108652152 0.7203209005 0.7462850106 0.7505677936 0.8344880368 1.1232953174 1.1359071342 1.1577494959 1.1723578399 1.1911575249 1.2272737738 1.2613974382 1.2803230797 1.3003410784 1.3390211809 1.3612596094 1.3732547654 1.4065109387 1.4314017472 1.4433054342 1.4493556541 1.4546522542]
    12    	    31    	        12/31        	 0.3870967741935484 	[0.5530628654 0.6181930939 0.6204810061 0.6342953257 0.6351621911 0.6540585551 0.6656375013 0.691596269  0.7004268845 0.7189690332 0.7210403082 0.7984165018 1.090521808  1.1025243161 1.1227119366 1.1354355787 1.1507357859 1.188239331  1.2236049983 1.2385454994 1.258049345  1.2957074598 1.3212555567 1.3423299663 1.3661672689 1.4017773621 1.4146756619 1.4283921178 1.4369441068 1.4447536308 1.4522887347]
    12    	    35    	        12/35        	0.34285714285714286 	[0.5472539225 0.6047665506 0.6056262307 0.6160158999 0.6168664278 0.6324456588 0.6366506019 0.651965213  0.6532160924 0.6692327495 0.6737126971 0.739588149  1.0283024843 1.0464286057 1.0649267386 1.0777501557 1.090820235  1.118372672  1.1496080576 1.1656763353 1.1818999704 1.2152198893 1.2398691396 1.2715674666 1.2940020725 1.3358221181 1.356865021  1.3690531956 1.3835439621 1.4020190909 1.4205594217 1.4252619708 1.4341819312 1.4439971406 1.4469121323]
